image_path,x1,y1,x2,y2
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,2289,300,2638
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,265,1835,673,2088
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,1786,272,2153
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,320,1940,644,2246
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1095,732,1569,941
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1784,3731,2140,3999
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1704,1879,2099,2120
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2226,836,2613,1080
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2643,3186,2999,3451
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1239,0,1592,267
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2685,2265,2955,2605
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2198,2357,2631,2559
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,798,1566,1079,1864
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1415,2170,1691,2470
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2245,2975,2522,3271
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1589,124,1926,367
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,261,3600,466,3999
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2792,0,2999,380
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,0,370,206
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2724,3511,2999,3788
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,761,3681,996,3999
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,614,3217,766,3690
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,82,2182,350,2450
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2612,1832,2999,2013
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2696,2980,2999,3199
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2377,805,2679,1022
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,1586,187,1934
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,630,2538,947,2742
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1713,2728,1954,2995
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,862,2587,1092,2865
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,2779,337,2965
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,895,3164,1087,3483
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1637,3814,1960,3999
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2143,1782,2490,1954
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,464,2432,735,2651
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2651,3785,2925,3999
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2137,110,2482,278
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,629,3133,798,3475
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,754,77,1028,286
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,967,96,1165,382
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1256,408,1426,739
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1408,3330,1640,3563
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2356,3371,2522,3696
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2746,1495,2999,1697
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1046,2859,1292,3064
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2044,2706,2168,3099
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2419,1973,2659,2171
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1225,2991,1497,3165
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1770,1196,2098,1333
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,1237,310,1367
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1346,3817,1593,3980
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,620,245,783
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1155,2221,1366,2410
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2078,656,2299,835
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2377,476,2624,636
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,855,1521,1013,1768
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,2659,245,2818
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,913,251,1068
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,646,1730,858,1913
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2712,1312,2881,1540
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1378,1244,1679,1370
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2154,2710,2354,2899
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2552,1995,2713,2226
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,446,598,659,770
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,599,854,803,1029
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2373,2647,2571,2824
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1062,2390,1300,2537
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2640,1083,2785,1324
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,656,2652,884,2803
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1992,903,2212,1059
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1330,3405,1532,3573
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2251,2191,2447,2364
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,759,224,910
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2487,2871,2676,3048
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,219,2763,478,2890
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2215,3067,2382,3263
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2076,3007,2205,3259
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1818,972,2008,1137
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2834,952,2999,1141
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,747,168,913,355
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1587,62,1659,491
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1513,2320,1701,2484
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2727,3545,2907,3716
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2457,1749,2562,2037
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,843,3181,960,3439
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2845,2277,2999,2473
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,411,565,517,848
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,761,644,901,858
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1566,3581,1692,3816
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,146,2116,395,2232
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,3103,148,3298
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,2105,238,2226
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2489,678,2715,804
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,558,2233,810,2345
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,696,2898,932,3016
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,1387,239,1503
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,851,2130,1041,2276
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2661,2182,2770,2434
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2004,2579,2116,2823
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2448,1531,2707,1635
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,279,2294,485,2424
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,395,513,524,719
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1819,2555,2002,2700
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,71,1466,276,1595
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1967,2166,2039,2530
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,247,854,371,1064
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,247,620,338,903
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2051,2397,2244,2528
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,505,2296,752,2398
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,322,0,507,136
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,717,1910,961,2013
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,376,832,566,962
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1340,2745,1492,2906
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2816,510,2979,660
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,617,2644,766,2808
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1732,490,1859,682
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2264,2692,2414,2854
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,381,2154,592,2269
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,855,87,1014,238
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,226,1420,432,1535
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,802,2936,952,3094
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2361,1328,2519,1477
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1312,353,1384,676
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1412,3682,1528,3882
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,211,1716,320,1925
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1401,2874,1579,3002
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1181,3430,1318,3596
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1352,2872,1505,3020
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,929,431,1131,543
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1434,2376,1628,2492
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,890,2362,1075,2483
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2831,2130,2999,2263
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1734,1596,1925,1712
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,165,3135,273,3340
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,893,281,1004,480
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1428,1057,1588,1194
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,436,2583,599,2717
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,702,1785,838,1945
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1761,2828,1950,2943
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1999,1779,2180,1899
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,932,574,1069,731
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,824,923,943,1102
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1615,2441,1766,2582
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2183,2327,2327,2474
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2876,1708,2999,1876
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1694,2278,1808,2459
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,324,149,444,320
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,754,2146,953,2249
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2894,3558,2999,3753
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1399,2677,1552,2810
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1605,3771,1778,3886
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2913,1145,2999,1371
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,725,1293,924,1390
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1275,1747,1364,1963
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1750,1468,1921,1580
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,398,1722,560,1840
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,57,2193,266,2284
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,681,2236,834,2360
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,219,2320,364,2450
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1211,2382,1369,2501
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2368,2059,2542,2167
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,309,556,410,741
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2237,2970,2392,3090
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2923,3755,2999,3999
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1376,1133,1507,1272
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1526,2559,1704,2661
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1845,2872,1954,3035
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,131,3392,282,3509
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,432,1994,564,2127
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2515,2364,2649,2495
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2307,2225,2397,2419
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2778,2047,2951,2147
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,2656,146,2774
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2299,992,2466,1094
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2601,2785,2692,2972
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,348,2036,460,2187
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1475,241,1576,408
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1705,1962,1835,2090
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,299,2128,434,2251
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1269,396,1354,591
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2889,3760,2958,3999
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2894,1493,2999,1650
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,540,2389,660,2526
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1355,2483,1526,2579
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,363,2130,472,2280
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2921,26,2999,232
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2843,2209,2999,2312
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,943,2890,1044,3048
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1395,3852,1528,3972
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,674,2507,808,2626
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,622,1940,778,2042
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1177,2623,1297,2755
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1873,3737,1962,3914
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,818,2001,919,2157
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,432,1421,579,1528
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1712,1766,1829,1900
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2660,3807,2788,3929
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,88,3532,267,3619
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2014,2073,2158,2181
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,3335,131,3453
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,528,2232,720,2312
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,762,2753,883,2880
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,335,778,430,939
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2234,2211,2361,2331
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,357,2250,547,2330
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,172,1997,285,2131
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,401,3701,489,3872
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1998,2634,2067,2850
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1198,1724,1267,1939
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2496,2717,2645,2816
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1,1755,126,1873
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,0,2457,116,2584
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2393,3164,2479,3335
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2862,3131,2999,3237
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,567,2386,718,2481
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1101,1857,1215,1982
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,123,3119,192,3325
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1157,3538,1246,3698
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,262,2037,373,2165
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2561,3158,2655,3309
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,761,2234,922,2322
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1071,2768,1201,2876
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1005,203,1084,379
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,654,2101,784,2208
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,779,2093,901,2206
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2312,2219,2435,2331
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1986,3778,2068,3945
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2759,2214,2909,2305
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1620,3693,1757,3792
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1954,1420,2067,1540
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,385,3045,555,3124
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2417,2675,2558,2770
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,82,2257,198,2372
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,738,2600,856,2713
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1328,2397,1432,2525
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,72,2649,214,2742
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2787,1420,2878,1564
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1429,2773,1591,2853
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2337,1277,2436,1408
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2726,2146,2850,2250
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2306,2750,2406,2878
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1772,3713,1851,3874
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1577,3559,1674,3690
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,628,0,791,77
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,66,887,239,959
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1427,3345,1515,3486
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2880,400,2999,504
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2342,828,2454,938
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,465,131,530,320
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,244,1609,361,1714
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2402,2821,2487,2965
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,509,2791,618,2903
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,436,3587,516,3739
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1,919,119,1022
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2737,1318,2845,1430
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,497,1331,620,1429
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2901,1793,2999,1916
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2670,2904,2791,3003
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,356,2430,479,2527
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2113,2797,2181,2972
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,1164,582,1224,780
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,324,3880,424,3999
D:\SEM 7\CVProject\datasets\bottles_closeups\image_0.jpg,2486,1762,2585,1882
