image,folder,x1,y1,x2,y2,abs_path
image_10.jpg,bottles_closeups,1775,1482,1815,1494,D:\SEM 7\CVProject\datasets\bottles_closeups\image_10.jpg
image_10.jpg,bottles_closeups,2010,3336,2028,3388,D:\SEM 7\CVProject\datasets\bottles_closeups\image_10.jpg
image_10.jpg,bottles_closeups,1144,3073,1184,3104,D:\SEM 7\CVProject\datasets\bottles_closeups\image_10.jpg
image_10.jpg,bottles_closeups,2010,3153,2037,3225,D:\SEM 7\CVProject\datasets\bottles_closeups\image_10.jpg
image_10.jpg,bottles_closeups,700,1227,967,1650,D:\SEM 7\CVProject\datasets\bottles_closeups\image_10.jpg
image_10.jpg,bottles_closeups,1042,3303,1096,3401,D:\SEM 7\CVProject\datasets\bottles_closeups\image_10.jpg
image_10.jpg,bottles_closeups,40,40,2998,3175,D:\SEM 7\CVProject\datasets\bottles_closeups\image_10.jpg
image_10.jpg,bottles_closeups,1020,3088,1129,3263,D:\SEM 7\CVProject\datasets\bottles_closeups\image_10.jpg
image_11.jpg,bottles_closeups,1061,2652,1068,2704,D:\SEM 7\CVProject\datasets\bottles_closeups\image_11.jpg
image_11.jpg,bottles_closeups,1193,0,3024,1916,D:\SEM 7\CVProject\datasets\bottles_closeups\image_11.jpg
image_11.jpg,bottles_closeups,849,819,1762,2568,D:\SEM 7\CVProject\datasets\bottles_closeups\image_11.jpg
image_11.jpg,bottles_closeups,861,2827,920,2926,D:\SEM 7\CVProject\datasets\bottles_closeups\image_11.jpg
image_11.jpg,bottles_closeups,868,3004,1612,3354,D:\SEM 7\CVProject\datasets\bottles_closeups\image_11.jpg
image_11.jpg,bottles_closeups,1002,2937,1174,3022,D:\SEM 7\CVProject\datasets\bottles_closeups\image_11.jpg
image_11.jpg,bottles_closeups,851,2658,973,2778,D:\SEM 7\CVProject\datasets\bottles_closeups\image_11.jpg
image_11.jpg,bottles_closeups,1410,2872,1503,2881,D:\SEM 7\CVProject\datasets\bottles_closeups\image_11.jpg
image_11.jpg,bottles_closeups,338,122,348,184,D:\SEM 7\CVProject\datasets\bottles_closeups\image_11.jpg
image_11.jpg,bottles_closeups,1071,2737,1172,2800,D:\SEM 7\CVProject\datasets\bottles_closeups\image_11.jpg
image_11.jpg,bottles_closeups,1088,2549,1206,2567,D:\SEM 7\CVProject\datasets\bottles_closeups\image_11.jpg
image_11.jpg,bottles_closeups,1584,2866,1630,2927,D:\SEM 7\CVProject\datasets\bottles_closeups\image_11.jpg
image_12.jpg,bottles_closeups,994,2853,1012,2873,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,2632,1978,2656,1992,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,2852,1583,2913,1665,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,1125,2720,1430,3370,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,2047,2042,3024,4032,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,40,1195,193,1334,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,1855,3072,1889,3154,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,822,2705,900,2740,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,390,1279,2060,2759,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,40,2821,345,3522,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,1046,2731,1099,2758,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,2800,1933,2853,1960,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,2697,1987,2740,2008,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_12.jpg,bottles_closeups,2859,2067,2901,2116,D:\SEM 7\CVProject\datasets\bottles_closeups\image_12.jpg
image_13.jpg,bottles_closeups,2228,2741,2245,2761,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,1084,3576,1138,3627,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,1888,3587,1916,3624,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,554,2116,706,2237,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,1425,3722,1462,3754,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,791,1540,1894,3439,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,1060,3848,1094,3877,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,1196,1244,1239,1269,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,1034,3898,1070,3922,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,1268,3918,1288,3936,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,1079,3672,1116,3695,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,805,32,1838,1147,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,1066,3752,1163,3793,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,1657,1326,1842,1414,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,1178,3497,1297,3547,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_13.jpg,bottles_closeups,1563,3574,1598,3596,D:\SEM 7\CVProject\datasets\bottles_closeups\image_13.jpg
image_14.jpg,bottles_closeups,2999,2676,3024,2728,D:\SEM 7\CVProject\datasets\bottles_closeups\image_14.jpg
image_14.jpg,bottles_closeups,1102,0,3024,2785,D:\SEM 7\CVProject\datasets\bottles_closeups\image_14.jpg
image_14.jpg,bottles_closeups,0,3861,505,4032,D:\SEM 7\CVProject\datasets\bottles_closeups\image_14.jpg
image_14.jpg,bottles_closeups,1152,2878,1854,3398,D:\SEM 7\CVProject\datasets\bottles_closeups\image_14.jpg
image_14.jpg,bottles_closeups,1323,2839,1348,2861,D:\SEM 7\CVProject\datasets\bottles_closeups\image_14.jpg
image_15.jpg,bottles_closeups,2991,2920,3024,2993,D:\SEM 7\CVProject\datasets\bottles_closeups\image_15.jpg
image_15.jpg,bottles_closeups,1524,3197,1603,3264,D:\SEM 7\CVProject\datasets\bottles_closeups\image_15.jpg
image_15.jpg,bottles_closeups,228,0,3024,3024,D:\SEM 7\CVProject\datasets\bottles_closeups\image_15.jpg
image_15.jpg,bottles_closeups,1195,3131,1233,3155,D:\SEM 7\CVProject\datasets\bottles_closeups\image_15.jpg
image_15.jpg,bottles_closeups,912,3267,1794,3641,D:\SEM 7\CVProject\datasets\bottles_closeups\image_15.jpg
image_16.jpg,bottles_closeups,2665,0,2715,34,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,2884,0,2942,25,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1004,1054,1574,1619,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1203,1762,1279,1843,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1432,2960,1454,2976,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1779,2652,1953,2919,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,924,1875,1720,2737,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1546,3538,1580,3581,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1336,1630,1395,1644,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,859,3927,880,3951,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1103,2651,1674,3002,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,977,0,3024,2487,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,0,2773,622,4032,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1331,2751,1496,2793,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1735,3867,1759,3904,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1454,1696,1485,1736,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1604,1650,1789,1810,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1317,1608,1338,1659,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1587,1705,1643,1744,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_16.jpg,bottles_closeups,1063,1639,1099,1664,D:\SEM 7\CVProject\datasets\bottles_closeups\image_16.jpg
image_17.jpg,bottles_closeups,43,2673,61,2734,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,220,3961,278,4000,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,698,1885,718,1900,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,901,2618,919,2635,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,2972,1723,3000,1790,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,0,2488,28,2537,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,2554,3946,2603,3996,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,585,2936,602,2956,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,0,2912,43,2974,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,2370,1687,2737,2000,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,795,3638,816,3664,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,41,949,98,1001,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,2432,1523,2580,1652,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,2630,1542,2718,1636,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,1920,477,2033,602,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,911,3643,969,3724,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,132,1664,217,1731,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,0,2315,162,2640,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,2556,3499,2712,3697,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,0,1242,91,1642,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,2615,3746,2882,4000,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,79,278,228,497,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,2288,2170,3000,2642,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,156,1473,246,1607,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,2224,3659,2317,3868,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,319,1366,921,1904,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,2812,1317,2975,1529,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,2160,537,2924,956,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,200,639,2134,3868,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,238,1112,414,1348,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,305,319,1193,815,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,98,3292,282,3931,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,805,3087,1031,3461,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,1813,0,2072,185,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_17.jpg,bottles_closeups,2641,3004,2668,3023,D:\SEM 7\CVProject\datasets\bottles_closeups\image_17.jpg
image_18.jpg,bottles_closeups,2349,1528,2541,1610,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,2951,2282,3000,2337,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,950,185,1006,255,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,2132,266,2202,838,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,0,2438,152,2707,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,706,3824,731,3851,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,2104,1105,2193,1316,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,109,3169,164,3256,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,1024,1113,2960,4000,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,395,3923,418,3948,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,119,3874,247,4000,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,749,3662,976,3971,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,0,1940,315,2134,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,448,3919,474,3945,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,2182,1856,2288,1980,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,40,3186,921,3865,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,315,3881,391,3956,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,949,3353,1087,3541,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,2840,1655,3000,1937,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_18.jpg,bottles_closeups,449,0,912,497,D:\SEM 7\CVProject\datasets\bottles_closeups\image_18.jpg
image_19.jpg,bottles_closeups,43,2673,61,2734,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,220,3961,278,4000,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,698,1885,718,1900,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,901,2618,919,2635,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,2972,1723,3000,1790,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,0,2488,28,2537,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,2554,3946,2603,3996,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,0,2912,43,2974,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,2370,1687,2737,2000,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,795,3638,816,3664,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,41,949,98,1001,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,2432,1523,2580,1652,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,911,3643,970,3724,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,2631,1542,2718,1634,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,1920,477,2033,602,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,0,2315,162,2640,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,132,1664,217,1731,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,2555,3499,2712,3697,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,0,1242,91,1642,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,2615,3746,2882,4000,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,79,278,228,497,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,156,1473,246,1607,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,2288,2170,3000,2642,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,2224,3659,2317,3868,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,319,1366,921,1904,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,2812,1317,2975,1529,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
image_19.jpg,bottles_closeups,2153,537,2924,956,D:\SEM 7\CVProject\datasets\bottles_closeups\image_19.jpg
